avg score	scores	id	question	answer	response
e	['e', 'e', 'd', 'e', 'e']	63	when did it have a name change ?	1989	it had a name change in 1989	[('e', 'A3BAOQ3YJGTXM6', 64), ('e', 'A23HZ18KTCK2DA', 673), ('d', 'A9KV8Q3VJY3Q5', 59), ('e', 'A1BA1HVF140OC7', 222), ('e', 'A2WP04RFZ9STGJ', 148)]
e	['e', 'e', 'd', 'e', 'e']	92	when did he record the message ?	shortly before he was killed	he recorded the message shortly before he was killed	[('e', 'A3BAOQ3YJGTXM6', 64), ('e', 'A23HZ18KTCK2DA', 673), ('d', 'A9KV8Q3VJY3Q5', 59), ('e', 'A1BA1HVF140OC7', 222), ('e', 'A2WP04RFZ9STGJ', 148)]
e	['e', 'e', 'e', 'e', 'c']	1	what is its population ?	476,015	it is 476,015	[('e', 'A3BAOQ3YJGTXM6', 64), ('e', 'A23HZ18KTCK2DA', 673), ('e', 'A9KV8Q3VJY3Q5', 59), ('e', 'A1BA1HVF140OC7', 222), ('c', 'A2WP04RFZ9STGJ', 148)]
e	['e', 'e', 'd', 'e', 'b']	91	what held her attention on the meal ?	the toughness of the beefsteaks	the toughness of the beefsteaks held her attention	[('e', 'A3BAOQ3YJGTXM6', 64), ('e', 'A23HZ18KTCK2DA', 673), ('d', 'A9KV8Q3VJY3Q5', 59), ('e', 'A1BA1HVF140OC7', 222), ('b', 'A2WP04RFZ9STGJ', 148)]
e	['e', 'd', 'e', 'b', 'e']	97	what award was it ?	nobel prize in medicine	it was nobel prize in medicine	[('e', 'A23HZ18KTCK2DA', 2035), ('d', 'AZIAQJWXTSFUX', 57), ('e', 'A3BAOQ3YJGTXM6', 57), ('b', 'A9KV8Q3VJY3Q5', 58), ('e', 'A250TNE6XDKH4N', 642)]
e	['e', 'e', 'e', 'b', 'e']	89	who is the president of the ncaa ?	mark emmert	mark emmert is the president	[('e', 'A23HZ18KTCK2DA', 2035), ('e', 'AZIAQJWXTSFUX', 57), ('e', 'A3BAOQ3YJGTXM6', 57), ('b', 'A9KV8Q3VJY3Q5', 58), ('e', 'A250TNE6XDKH4N', 642)]
e	['e', 'e', 'e', 'b', 'e']	83	how many prisoners did jordan kill ?	two prisoners	he killed two prisoners	[('e', 'A23HZ18KTCK2DA', 2035), ('e', 'AZIAQJWXTSFUX', 57), ('e', 'A3BAOQ3YJGTXM6', 57), ('b', 'A9KV8Q3VJY3Q5', 58), ('e', 'A250TNE6XDKH4N', 642)]
e	['e', 'e', 'e', 'd', 'e']	93	how did he plead ?	guilty	he pleaded guilty	[('e', 'A23HZ18KTCK2DA', 2035), ('e', 'AZIAQJWXTSFUX', 57), ('e', 'A3BAOQ3YJGTXM6', 57), ('d', 'A9KV8Q3VJY3Q5', 58), ('e', 'A250TNE6XDKH4N', 642)]
e	['e', 'd', 'e', 'e', 'd']	3	how did he feel ?	he was interested	he felt he was interested	[('e', 'A3BAOQ3YJGTXM6', 38), ('d', 'AZ4IFIU17NQ10', 214), ('e', 'A23HZ18KTCK2DA', 626), ('e', 'A250TNE6XDKH4N', 219), ('d', 'A1UBP7QDOJJPUO', 104)]
e	['e', 'e', 'e', 'e', 'd']	35	how many were there ?	675 aborigines	there were 675 aborigines	[('e', 'A3BAOQ3YJGTXM6', 38), ('e', 'AZ4IFIU17NQ10', 214), ('e', 'A23HZ18KTCK2DA', 626), ('e', 'A250TNE6XDKH4N', 219), ('d', 'A1UBP7QDOJJPUO', 104)]
e	['e', 'e', 'e', 'e', 'd']	70	who is the author ?	james	james is the author	[('e', 'A3BAOQ3YJGTXM6', 38), ('e', 'AZ4IFIU17NQ10', 214), ('e', 'A23HZ18KTCK2DA', 626), ('e', 'A250TNE6XDKH4N', 219), ('d', 'A1UBP7QDOJJPUO', 104)]
e	['e', 'e', 'e', 'e', 'c']	38	"its clever "" who did he tell that to ?"	honors colloquium	he told the honors colloquium	[('e', 'A3BAOQ3YJGTXM6', 38), ('e', 'AZ4IFIU17NQ10', 214), ('e', 'A23HZ18KTCK2DA', 626), ('e', 'A250TNE6XDKH4N', 219), ('c', 'A1UBP7QDOJJPUO', 104)]
e	['e', 'b', 'e', 'd', 'c']	30	what does he think of her as ?	a sister	he thinks of a sister	[('e', 'A3BAOQ3YJGTXM6', 38), ('b', 'AZ4IFIU17NQ10', 214), ('e', 'A23HZ18KTCK2DA', 626), ('d', 'A250TNE6XDKH4N', 219), ('c', 'A1UBP7QDOJJPUO', 104)]
e	['c', 'b', 'a', 'e', 'e']	8	what battle was fought in 675 ?	the battle of bedwyn	the battle of bedwyn was fought	[('c', 'A1UBP7QDOJJPUO', 50), ('b', 'A2WP04RFZ9STGJ', 90), ('a', 'A9KV8Q3VJY3Q5', 71), ('e', 'A3BAOQ3YJGTXM6', 91), ('e', 'A23HZ18KTCK2DA', 661)]
e	['b', 'e', 'd', 'e', 'e']	56	what had he been drinking ?	coors beer	he had been drinking coors beer	[('b', 'A1UBP7QDOJJPUO', 50), ('e', 'A2WP04RFZ9STGJ', 90), ('d', 'A9KV8Q3VJY3Q5', 71), ('e', 'A3BAOQ3YJGTXM6', 91), ('e', 'A23HZ18KTCK2DA', 661)]
e	['c', 'e', 'd', 'e', 'e']	65	how was it originally spelled ?	dacca	it was originally spelled dacca	[('c', 'A1UBP7QDOJJPUO', 50), ('e', 'A2WP04RFZ9STGJ', 90), ('d', 'A9KV8Q3VJY3Q5', 71), ('e', 'A3BAOQ3YJGTXM6', 91), ('e', 'A23HZ18KTCK2DA', 661)]
e	['c', 'e', 'b', 'e', 'e']	41	who hosts it ?	liu zaishi	liu zaishi hosts it	[('c', 'A1UBP7QDOJJPUO', 50), ('e', 'A2WP04RFZ9STGJ', 90), ('b', 'A9KV8Q3VJY3Q5', 71), ('e', 'A3BAOQ3YJGTXM6', 91), ('e', 'A23HZ18KTCK2DA', 661)]
e	['e', 'e', 'e', 'b', 'e']	39	who gave them ?	mr. coningsby	mr. coningsby gave them	[('e', 'A2WP04RFZ9STGJ', 83), ('e', 'A23HZ18KTCK2DA', 2049), ('e', 'A250TNE6XDKH4N', 217), ('b', 'A1UBP7QDOJJPUO', 40), ('e', 'A3BAOQ3YJGTXM6', 43)]
e	['d', 'e', 'e', 'e', 'e']	75	how much of it is service ?	82.8 %	it is 82.8 %	[('d', 'A1UBP7QDOJJPUO', 41), ('e', 'A23HZ18KTCK2DA', 664), ('e', 'AZIAQJWXTSFUX', 90), ('e', 'A3BAOQ3YJGTXM6', 33), ('e', 'A9KV8Q3VJY3Q5', 72)]
