avg score	scores	id	question	answer	response
b	['b', 'b', 'e', 'e', 'b']	73	what would be another example ?	cotton	cotton	[('b', 'A3BAOQ3YJGTXM6', 64), ('b', 'A23HZ18KTCK2DA', 673), ('e', 'A9KV8Q3VJY3Q5', 59), ('e', 'A1BA1HVF140OC7', 222), ('b', 'A2WP04RFZ9STGJ', 148)]
b	['b', 'b', 'e', 'b', 'e']	66	what did ellen do when she grew up ?	she became queen	to be queen	[('b', 'A3BAOQ3YJGTXM6', 38), ('b', 'AZ4IFIU17NQ10', 214), ('e', 'A23HZ18KTCK2DA', 626), ('b', 'A250TNE6XDKH4N', 219), ('e', 'A1UBP7QDOJJPUO', 104)]
b	['b', 'b', 'b', 'b', 'b']	12	how many men were coming for them ?	50 .	fifty	[('b', 'A3BAOQ3YJGTXM6', 38), ('b', 'AZ4IFIU17NQ10', 214), ('b', 'A23HZ18KTCK2DA', 626), ('b', 'A250TNE6XDKH4N', 219), ('b', 'A1UBP7QDOJJPUO', 104)]
b	['b', 'b', 'b', 'b', 'd']	68	who says it 's getting cold ?	dick	dick	[('b', 'A3BAOQ3YJGTXM6', 38), ('b', 'AZ4IFIU17NQ10', 214), ('b', 'A23HZ18KTCK2DA', 626), ('b', 'A250TNE6XDKH4N', 219), ('d', 'A1UBP7QDOJJPUO', 104)]
b	['b', 'b', 'b', 'b', 'b']	32	what 's a danish name for it ?	slesvig-holsten	slesvig-holsten	[('b', 'A2WP04RFZ9STGJ', 83), ('b', 'A23HZ18KTCK2DA', 2049), ('b', 'A250TNE6XDKH4N', 217), ('b', 'A1UBP7QDOJJPUO', 40), ('b', 'A3BAOQ3YJGTXM6', 43)]
b	['b', 'b', 'b', 'b', 'b']	71	and his face is now what ?	graver	graver	[('b', 'A2WP04RFZ9STGJ', 83), ('b', 'A23HZ18KTCK2DA', 2049), ('b', 'A250TNE6XDKH4N', 217), ('b', 'A1UBP7QDOJJPUO', 40), ('b', 'A3BAOQ3YJGTXM6', 43)]
b	['d', 'b', 'b', 'b', 'e']	49	what color fish ?	red .	red	[('d', 'A1UBP7QDOJJPUO', 41), ('b', 'A23HZ18KTCK2DA', 664), ('b', 'AZIAQJWXTSFUX', 90), ('b', 'A3BAOQ3YJGTXM6', 33), ('e', 'A9KV8Q3VJY3Q5', 72)]
b	['d', 'b', 'b', 'b', 'e']	39	who gave them ?	mr. coningsby	mr. coningsby	[('d', 'A1UBP7QDOJJPUO', 41), ('b', 'A23HZ18KTCK2DA', 664), ('b', 'AZIAQJWXTSFUX', 90), ('b', 'A3BAOQ3YJGTXM6', 33), ('e', 'A9KV8Q3VJY3Q5', 72)]
b	['e', 'b', 'b', 'b', 'e']	59	who did he pass the bell to ?	alice	alice	[('e', 'A1UBP7QDOJJPUO', 41), ('b', 'A23HZ18KTCK2DA', 664), ('b', 'AZIAQJWXTSFUX', 90), ('b', 'A3BAOQ3YJGTXM6', 33), ('e', 'A9KV8Q3VJY3Q5', 72)]
b	['e', 'b', 'b', 'b', 'd']	86	how long ago was it inhabited ?	2000 years	2000 years ago	[('e', 'A1UBP7QDOJJPUO', 41), ('b', 'A23HZ18KTCK2DA', 664), ('b', 'AZIAQJWXTSFUX', 90), ('b', 'A3BAOQ3YJGTXM6', 33), ('d', 'A9KV8Q3VJY3Q5', 72)]
c	['c', 'a', 'c', 'c', 'd']	61	how did dave leave ?	he left on an ice-boat	he trimmed the sail of the ice-boat	[('c', 'A250TNE6XDKH4N', 355), ('a', 'A23HZ18KTCK2DA', 639), ('c', 'A3BAOQ3YJGTXM6', 206), ('c', 'A1PF01FF85HUY4', 63), ('d', 'AOMFEAWQHU3D8', 1687)]
c	['e', 'c', 'c', 'a', 'a']	54	what did he have to do 12 months after becoming unemployed ?	moving in with his mother	selling everything he owned on craigslist	[('e', 'A23HZ18KTCK2DA', 2035), ('c', 'AZIAQJWXTSFUX', 57), ('c', 'A3BAOQ3YJGTXM6', 57), ('a', 'A9KV8Q3VJY3Q5', 58), ('a', 'A250TNE6XDKH4N', 642)]
d	['d', 'd', 'c', 'a', 'c']	99	why only four days ?	a farmer died	it 'll be different from the seaside	[('d', 'A250TNE6XDKH4N', 557), ('d', 'A3BAOQ3YJGTXM6', 160), ('c', 'AZIAQJWXTSFUX', 58), ('a', 'A23HZ18KTCK2DA', 643), ('c', 'AOMFEAWQHU3D8', 50)]
d	['d', 'e', 'd', 'e', 'b']	38	"its clever "" who did he tell that to ?"	honors colloquium	honors colloquium 2012 at the university of rhode island	[('d', 'A3BAOQ3YJGTXM6', 64), ('e', 'A23HZ18KTCK2DA', 673), ('d', 'A9KV8Q3VJY3Q5', 59), ('e', 'A1BA1HVF140OC7', 222), ('b', 'A2WP04RFZ9STGJ', 148)]
e	['b', 'b', 'e', 'e', 'e']	37	what does she feel made her a victim ?	race-conscious admission policies	race-conscious admission policies	[('b', 'AZ4IFIU17NQ10', 423), ('b', 'A3BAOQ3YJGTXM6', 91), ('e', 'A23HZ18KTCK2DA', 649), ('e', 'A1PF01FF85HUY4', 42), ('e', 'A9KV8Q3VJY3Q5', 55)]
e	['e', 'e', 'd', 'b', 'a']	16	what did they do ?	treasonable secret covenant	made against him a treasonable secret covenant	[('e', 'A23HZ18KTCK2DA', 2006), ('e', 'AZ4IFIU17NQ10', 197), ('d', 'A1PF01FF85HUY4', 51), ('b', 'A3BAOQ3YJGTXM6', 51), ('a', 'A9KV8Q3VJY3Q5', 55)]
e	['e', 'd', 'b', 'd', 'e']	92	when did he record the message ?	shortly before he was killed	shortly before he was killed	[('e', 'A23HZ18KTCK2DA', 675), ('d', 'AZIAQJWXTSFUX', 44), ('b', 'A3BAOQ3YJGTXM6', 143), ('d', 'A9KV8Q3VJY3Q5', 61), ('e', 'A1PF01FF85HUY4', 62)]
