avg score	scores	id	question	answer	response
c	['c', 'c', 'c', 'e', 'e']	47	what were they ?	puppies and kitties	they were puppies	[('c', 'A31CNXHGR49DJR', 207), ('c', 'A3IX3XVGPJH2I7', 1635), ('c', 'A3T9WZOUQGE2UW', 151), ('e', 'A2P887RDKZ27ZF', 1825), ('e', 'A3O9WZNVQSQC1S', 44)]
c	['c', 'c', 'e', 'c', 'e']	48	how long are area codes ?	from two to 5 digits	they are five digits long	[('c', 'A3O9WZNVQSQC1S', 131), ('c', 'A1BFLMCFOAYEVI', 234), ('e', 'A34DYM8J0X5VK', 88), ('c', 'A31CNXHGR49DJR', 696), ('e', 'A2P887RDKZ27ZF', 1526)]
c	['c', 'c', 'c', 'c', 'c']	50	when should he supposed to have left ?	an hour ago	he should supposed to have left in a manner	[('c', 'A3T9WZOUQGE2UW', 91), ('c', 'A2P887RDKZ27ZF', 220), ('c', 'A1OKMU27HBN9T3', 169), ('c', 'A3O9WZNVQSQC1S', 50), ('c', 'A399GYOD60WD7M', 277)]
c	['c', 'c', 'c', 'c', 'c']	54	what did he have to do 12 months after becoming unemployed ?	moving in with his mother	he had to do 12 months selling everything he owned on craigslist	[('c', 'A34DYM8J0X5VK', 100), ('c', 'A2P887RDKZ27ZF', 784), ('c', 'A3T9WZOUQGE2UW', 264), ('c', 'A3O9WZNVQSQC1S', 45), ('c', 'A31CNXHGR49DJR', 84)]
c	['c', 'c', 'a', 'c', 'c']	60	what 'd they use ?	a melon	they use wooden bat	[('c', 'A399GYOD60WD7M', 213), ('c', 'A3O9WZNVQSQC1S', 43), ('a', 'A3T9WZOUQGE2UW', 91), ('c', 'A10I4OKFE6CQZ2', 71), ('c', 'A2P887RDKZ27ZF', 97)]
c	['c', 'c', 'c', 'c', 'c']	69	who was at the wattchtower ?	the duke and alberic	guard was at the wattchtower	[('c', 'A34DYM8J0X5VK', 114), ('c', 'A2P887RDKZ27ZF', 2055), ('c', 'A3O9WZNVQSQC1S', 45), ('c', 'A3T9WZOUQGE2UW', 82), ('c', 'A31CNXHGR49DJR', 168)]
c	['c', 'c', 'c', 'c', 'c']	72	where had he missed seeing smith ?	at the news	he had missed seeing smith in office	[('c', 'A34DYM8J0X5VK', 114), ('c', 'A2P887RDKZ27ZF', 2055), ('c', 'A3O9WZNVQSQC1S', 45), ('c', 'A3T9WZOUQGE2UW', 82), ('c', 'A31CNXHGR49DJR', 168)]
c	['a', 'c', 'c', 'c', 'a']	74	if i were irish in the 1800s and going to america , what port would i likely leave from ?	liverpool	united states, would i likely leave from	[('a', 'A31ZLT6OHU6CRY', 762), ('c', 'A3T9WZOUQGE2UW', 112), ('c', 'A2P887RDKZ27ZF', 1188), ('c', 'A3O9WZNVQSQC1S', 47), ('a', 'A31CNXHGR49DJR', 91)]
c	['c', 'a', 'c', 'c', 'c']	80	what was the sun doing ?	rising	it was fishing	[('c', 'A3O9WZNVQSQC1S', 40), ('a', 'A3T9WZOUQGE2UW', 148), ('c', 'A31CNXHGR49DJR', 311), ('c', 'A31ZLT6OHU6CRY', 474), ('c', 'A2P887RDKZ27ZF', 493)]
c	['c', 'e', 'e', 'c', 'c']	98	how many activities is there to do there ?	three	there is horse riding, walking and fishing	[('c', 'A399GYOD60WD7M', 309), ('e', 'A3T9WZOUQGE2UW', 133), ('e', 'A2P887RDKZ27ZF', 1394), ('c', 'A34DYM8J0X5VK', 98), ('c', 'A3O9WZNVQSQC1S', 42)]
c	['c', 'c', 'c', 'c', 'c']	99	why only four days ?	a farmer died	it 'll be different from the seaside	[('c', 'A3T9WZOUQGE2UW', 91), ('c', 'A2P887RDKZ27ZF', 220), ('c', 'A1OKMU27HBN9T3', 169), ('c', 'A3O9WZNVQSQC1S', 50), ('c', 'A399GYOD60WD7M', 277)]
b	['b', 'e', 'b', 'b', 'b']	17	to what ?	kittens	kittens	[('b', 'A31CNXHGR49DJR', 55), ('e', 'A3O9WZNVQSQC1S', 40), ('b', 'A2P887RDKZ27ZF', 873), ('b', 'A10I4OKFE6CQZ2', 139), ('b', 'A1OKMU27HBN9T3', 171)]
b	['b', 'b', 'e', 'b', 'b']	20	on what ?	the naked back of martin	naked back of martin	[('b', 'A3T9WZOUQGE2UW', 164), ('b', 'A2RM4OW2ZNSPL', 491), ('e', 'A3O9WZNVQSQC1S', 52), ('b', 'A34DYM8J0X5VK', 103), ('b', 'A2P887RDKZ27ZF', 1082)]
b	['e', 'b', 'b', 'b', 'e']	45	for whose benefit ?	musicares foundation	the musicares foundation benefit	[('e', 'A3O9WZNVQSQC1S', 46), ('b', 'A2P887RDKZ27ZF', 230), ('b', 'A34DYM8J0X5VK', 267), ('b', 'A3T9WZOUQGE2UW', 109), ('e', 'A399GYOD60WD7M', 231)]
b	['b', 'b', 'e', 'b', 'b']	49	what color fish ?	red .	red fish	[('b', 'A31CNXHGR49DJR', 73), ('b', 'A2P887RDKZ27ZF', 640), ('e', 'A3O9WZNVQSQC1S', 42), ('b', 'A31ZLT6OHU6CRY', 342), ('b', 'A10I4OKFE6CQZ2', 226)]
b	['b', 'b', 'b', 'b', 'e']	68	who says it 's getting cold ?	dick	dick says	[('b', 'A3O9WZNVQSQC1S', 52), ('b', 'A399GYOD60WD7M', 370), ('b', 'A34DYM8J0X5VK', 166), ('b', 'A3T9WZOUQGE2UW', 101), ('e', 'A2P887RDKZ27ZF', 569)]
a	['a', 'a', 'a', 'a', 'a']	21	meyer grew up where ?	universal parks & resorts .	unknown grew up	[('a', 'A3T9WZOUQGE2UW', 197), ('a', 'A1OKMU27HBN9T3', 119), ('a', 'A31CNXHGR49DJR', 106), ('a', 'A2P887RDKZ27ZF', 1687), ('a', 'A3O9WZNVQSQC1S', 41)]
a	['c', 'a', 'c', 'a', 'a']	81	how many students ar named ?	four	unknown ar named	[('c', 'A3T9WZOUQGE2UW', 155), ('a', 'A2P887RDKZ27ZF', 1456), ('c', 'A3O9WZNVQSQC1S', 86), ('a', 'A2RM4OW2ZNSPL', 512), ('a', 'A31CNXHGR49DJR', 276)]
