avg score	scores	id	question	answer	response
d	['d', 'e', 'd', 'd', 'e']	30	what does he think of her as ?	a sister	he thinks of a sister	[('d', 'A34DYM8J0X5VK', 100), ('e', 'A2P887RDKZ27ZF', 784), ('d', 'A3T9WZOUQGE2UW', 264), ('d', 'A3O9WZNVQSQC1S', 45), ('e', 'A31CNXHGR49DJR', 84)]
d	['d', 'd', 'd', 'c', 'e']	40	what did she do then ?	scream	she did scream then	[('d', 'A3T9WZOUQGE2UW', 164), ('d', 'A2RM4OW2ZNSPL', 491), ('d', 'A3O9WZNVQSQC1S', 52), ('c', 'A34DYM8J0X5VK', 103), ('e', 'A2P887RDKZ27ZF', 1082)]
d	['d', 'd', 'e', 'd', 'd']	50	when should he supposed to have left ?	an hour ago	he should supposed to have left an hour ago	[('d', 'A31ZLT6OHU6CRY', 762), ('d', 'A3T9WZOUQGE2UW', 112), ('e', 'A2P887RDKZ27ZF', 1188), ('d', 'A3O9WZNVQSQC1S', 47), ('d', 'A31CNXHGR49DJR', 91)]
d	['d', 'd', 'd', 'a', 'd']	54	what did he have to do 12 months after becoming unemployed ?	moving in with his mother	he had to do 12 months moving in with his mother	[('d', 'A31CNXHGR49DJR', 55), ('d', 'A3O9WZNVQSQC1S', 40), ('d', 'A2P887RDKZ27ZF', 873), ('a', 'A10I4OKFE6CQZ2', 139), ('d', 'A1OKMU27HBN9T3', 171)]
d	['d', 'd', 'd', 'd']	61	how did dave leave ?	he left on an ice-boat	dave left he left on an ice-boat	[('d', 'A3O9WZNVQSQC1S', 54), ('d', 'A3T9WZOUQGE2UW', 128), ('d', 'A1OKMU27HBN9T3', 156), ('d', 'A2P887RDKZ27ZF', 1578)]
d	['d', 'd', 'd', 'd']	66	what did ellen do when she grew up ?	she became queen	ellen did she became queen	[('d', 'A3O9WZNVQSQC1S', 54), ('d', 'A3T9WZOUQGE2UW', 128), ('d', 'A1OKMU27HBN9T3', 156), ('d', 'A2P887RDKZ27ZF', 1578)]
d	['d', 'b', 'd', 'd', 'd']	71	and his face is now what ?	graver	graver is now	[('d', 'A3T9WZOUQGE2UW', 67), ('b', 'A399GYOD60WD7M', 236), ('d', 'A3O9WZNVQSQC1S', 44), ('d', 'A31CNXHGR49DJR', 188), ('d', 'A2P887RDKZ27ZF', 1275)]
d	['d', 'd', 'd', 'd', 'd']	74	if i were irish in the 1800s and going to america , what port would i likely leave from ?	liverpool	liverpool, would i likely leave from	[('d', 'A3T9WZOUQGE2UW', 155), ('d', 'A2P887RDKZ27ZF', 1456), ('d', 'A3O9WZNVQSQC1S', 86), ('d', 'A2RM4OW2ZNSPL', 512), ('d', 'A31CNXHGR49DJR', 276)]
d	['e', 'd', 'd', 'd', 'd']	76	how did people in the stadium react ?	boos	people reacted boos	[('e', 'A2P887RDKZ27ZF', 710), ('d', 'A1OKMU27HBN9T3', 128), ('d', 'A34DYM8J0X5VK', 97), ('d', 'A3T9WZOUQGE2UW', 292), ('d', 'A3O9WZNVQSQC1S', 41)]
d	['d', 'e', 'd', 'd', 'd']	85	how old is the brave lady ?	30	it is 30	[('d', 'A3T9WZOUQGE2UW', 102), ('e', 'A2P887RDKZ27ZF', 416), ('d', 'A31CNXHGR49DJR', 192), ('d', 'A399GYOD60WD7M', 371), ('d', 'A3O9WZNVQSQC1S', 54)]
d	['d', 'd', 'e', 'd', 'd']	98	how many activities is there to do there ?	three	there is to do three	[('d', 'A399GYOD60WD7M', 309), ('d', 'A3T9WZOUQGE2UW', 133), ('e', 'A2P887RDKZ27ZF', 1394), ('d', 'A34DYM8J0X5VK', 98), ('d', 'A3O9WZNVQSQC1S', 42)]
b	['b', 'b', 'b', 'b', 'b']	13	starting from what age ?	three	three	[('b', 'A3O9WZNVQSQC1S', 40), ('b', 'A3T9WZOUQGE2UW', 148), ('b', 'A31CNXHGR49DJR', 311), ('b', 'A31ZLT6OHU6CRY', 474), ('b', 'A2P887RDKZ27ZF', 493)]
b	['b', 'e', 'b', 'b', 'b']	17	to what ?	kittens	kittens	[('b', 'A31CNXHGR49DJR', 55), ('e', 'A3O9WZNVQSQC1S', 40), ('b', 'A2P887RDKZ27ZF', 873), ('b', 'A10I4OKFE6CQZ2', 139), ('b', 'A1OKMU27HBN9T3', 171)]
b	['e', 'b', 'b', 'b', 'e']	20	on what ?	the naked back of martin	the naked back of martin	[('e', 'A3O9WZNVQSQC1S', 46), ('b', 'A2P887RDKZ27ZF', 230), ('b', 'A34DYM8J0X5VK', 267), ('b', 'A3T9WZOUQGE2UW', 109), ('e', 'A399GYOD60WD7M', 231)]
b	['e', 'b', 'b', 'b', 'e']	45	for whose benefit ?	musicares foundation	the musicares foundation benefit	[('e', 'A3O9WZNVQSQC1S', 46), ('b', 'A2P887RDKZ27ZF', 230), ('b', 'A34DYM8J0X5VK', 267), ('b', 'A3T9WZOUQGE2UW', 109), ('e', 'A399GYOD60WD7M', 231)]
b	['d', 'b', 'b', 'b', 'b']	49	what color fish ?	red .	red. fish	[('d', 'A3O9WZNVQSQC1S', 46), ('b', 'A2P887RDKZ27ZF', 230), ('b', 'A34DYM8J0X5VK', 267), ('b', 'A3T9WZOUQGE2UW', 109), ('b', 'A399GYOD60WD7M', 231)]
b	['b', 'b', 'b', 'b', 'e']	68	who says it 's getting cold ?	dick	dick says	[('b', 'A3O9WZNVQSQC1S', 52), ('b', 'A399GYOD60WD7M', 370), ('b', 'A34DYM8J0X5VK', 166), ('b', 'A3T9WZOUQGE2UW', 101), ('e', 'A2P887RDKZ27ZF', 569)]
b	['b', 'b', 'e', 'd', 'e']	81	how many students ar named ?	four	four ar named	[('b', 'A34DYM8J0X5VK', 100), ('b', 'A2P887RDKZ27ZF', 784), ('e', 'A3T9WZOUQGE2UW', 264), ('d', 'A3O9WZNVQSQC1S', 45), ('e', 'A31CNXHGR49DJR', 84)]
